title,genres,language,country,release_year,director,actors,imdb_link,watched_date
Scott Pilgrim vs. the World,Action|Comedy|Fantasy|Romance,English,USA,2010,Edgar Wright,Anna Kendrick|Kieran Culkin|Ellen Wong,http://www.imdb.com/title/tt0446029/,2010-07-05
Cats & Dogs: The Revenge of Kitty Galore,Action|Comedy|Family|Fantasy,English,USA,2010,Brad Peyton,Jack McBrayer|Sean Hayes|Katt Williams,http://www.imdb.com/title/tt1287468/,2010-03-26
The Expendables,Action|Adventure|Thriller,English,USA,2010,Sylvester Stallone,Jason Statham|Sylvester Stallone|Jet Li,http://www.imdb.com/title/tt1320253/,2010-01-25
Shutter Island,Mystery|Thriller,English,USA,2010,Martin Scorsese,Leonardo DiCaprio|Joseph Sikora|Nellie Sciutto,http://www.imdb.com/title/tt1130884/,2010-03-15
The Book of Eli,Action|Adventure|Drama|Thriller,English,USA,2010,Albert Hughes,Denzel Washington|Mila Kunis|Gary Oldman,http://www.imdb.com/title/tt1037705/,2010-10-03
Yogi Bear,Adventure|Animation|Comedy|Family,English,USA,2010,Eric Brevig,Justin Timberlake|Tom Cavanagh|Josh Robert Thompson,http://www.imdb.com/title/tt1302067/,2010-12-06
Grown Ups,Comedy,English,USA,2010,Dennis Dugan,Steve Buscemi|Adam Sandler|Salma Hayek,http://www.imdb.com/title/tt1375670/,2010-12-26
Killers,Action|Comedy|Romance|Thriller,English,USA,2010,Robert Luketic,Tom Selleck|Lisa Ann Walter|Catherine O'Hara,http://www.imdb.com/title/tt1103153/,2010-03-16
Wall Street: Money Never Sleeps,Drama,English,USA,2010,Oliver Stone,Frank Langella|Austin Pendleton|John Buffalo Mailer,http://www.imdb.com/title/tt1027718/,2010-08-16
The Twilight Saga: Eclipse,Adventure|Drama|Fantasy|Romance,English,USA,2010,David Slade,Robert Pattinson|Kristen Stewart|Anna Kendrick,http://www.imdb.com/title/tt1325004/,2010-10-31
Despicable Me,Animation|Comedy|Family,English,USA,2010,Pierre Coffin,Steve Carell|Miranda Cosgrove|Jack McBrayer,http://www.imdb.com/title/tt1323594/,2010-03-29
Dinner for Schmucks,Comedy,English,USA,2010,Jay Roach,Steve Carell|Stephanie Szostak|Bruce Greenwood,http://www.imdb.com/title/tt0427152/,2010-09-23
Due Date,Comedy|Drama,English,USA,2010,Todd Phillips,Robert Downey Jr.|RZA|Matt Walsh,http://www.imdb.com/title/tt1231583/,2010-09-30
Eat Pray Love,Drama|Romance,English,USA,2010,Ryan Murphy,James Franco|Julia Roberts|Billy Crudup,http://www.imdb.com/title/tt0879870/,2010-12-08
RED,Action|Comedy|Crime|Thriller,English,USA,2010,Robert Schwentke,Bruce Willis|Morgan Freeman|Jaqueline Fleming,http://www.imdb.com/title/tt1245526/,2010-11-16
Edge of Darkness,Crime|Drama|Mystery|Thriller,English,UK,2010,Martin Campbell,Bojana Novakovic|Ray Winstone|Denis O'Hare,http://www.imdb.com/title/tt1226273/,2010-10-24
Resident Evil: Afterlife,Action|Adventure|Horror|Sci-Fi,English,Germany,2010,Paul W.S. Anderson,Milla Jovovich|Boris Kodjoe|Shawn Roberts,http://www.imdb.com/title/tt1220634/,2010-11-11
Date Night,Comedy|Crime|Romance|Thriller,English,USA,2010,Shawn Levy,Mila Kunis|James Franco|Steve Carell,http://www.imdb.com/title/tt1279935/,2010-05-12
Burlesque,Drama|Music|Musical|Romance,English,USA,2010,Steve Antin,Eric Dane|Peter Gallagher|David Walton,http://www.imdb.com/title/tt1126591/,2010-07-21
Valentine's Day,Comedy|Romance,English,USA,2010,Garry Marshall,Bradley Cooper|Taylor Lautner|Anne Hathaway,http://www.imdb.com/title/tt0817230/,2010-07-25
From Paris with Love,Action|Thriller,English,France,2010,Pierre Morel,Kasia Smutniak|Amber Rose Revah|Rebecca Dayan,http://www.imdb.com/title/tt1179034/,2010-11-16
Marmaduke,Comedy|Family,English,USA,2010,Tom Dey,Emma Stone|Judy Greer|Steve Coogan,http://www.imdb.com/title/tt1392197/,2010-09-27
Hereafter,Drama|Fantasy,English,USA,2010,Clint Eastwood,Matt Damon|Jay Mohr|Cécile De France,http://www.imdb.com/title/tt1212419/,2010-04-14
Fair Game,Biography|Drama|Thriller,English,USA,2010,Doug Liman,Naomi Watts|Ty Burrell|Brooke Smith,http://www.imdb.com/title/tt0977855/,2010-11-10
Jonah Hex,Action|Drama|Fantasy|Thriller|Western,English,USA,2010,Jimmy Hayward,Michael Fassbender|Billy Blair|Julia Jones,http://www.imdb.com/title/tt1075747/,2010-09-19
The Ghost Writer,Mystery|Thriller,English,France,2010,Roman Polanski,Jim Belushi|Olivia Williams|Timothy Hutton,http://www.imdb.com/title/tt1139328/,2010-10-24
The Bounty Hunter,Action|Comedy|Romance,English,USA,2010,Andy Tennant,Gerard Butler|Dorian Missick|Peter Greene,http://www.imdb.com/title/tt1038919/,2010-01-10
Charlie St. Cloud,Drama|Fantasy|Romance,English,USA,2010,Burr Steers,Augustus Prew|Charlie Tahan|Valerie Tian,http://www.imdb.com/title/tt1438254/,2010-05-27
The Warrior's Way,Action|Fantasy|Western,English,New Zealand,2010,Sngmoo Lee,Tony Cox|Dong-gun Jang|Jed Brophy,http://www.imdb.com/title/tt1032751/,2010-04-05
The Social Network,Biography|Drama,English,USA,2010,David Fincher,Andrew Garfield|Dustin Fitzsimons|Marcella Lentz-Pope,http://www.imdb.com/title/tt1285016/,2010-10-23
Get Him to the Greek,Comedy|Music,English,USA,2010,Nicholas Stoller,Pink|Mario Lopez|Lino Facioli,http://www.imdb.com/title/tt1226229/,2010-06-06
Predators,Action|Adventure|Sci-Fi|Thriller,English,USA,2010,Nimród Antal,Topher Grace|Alice Braga|Derek Mears,http://www.imdb.com/title/tt1424381/,2010-05-25
Morning Glory,Comedy|Drama|Romance,English,USA,2010,Roger Michell,Noah Bean|Patti D'Arbanville|Vanessa Aspillaga,http://www.imdb.com/title/tt1126618/,2010-06-04
The Town,Crime|Drama|Thriller,English,USA,2010,Ben Affleck,Jeremy Renner|Jon Hamm|Owen Burke,http://www.imdb.com/title/tt0840361/,2010-01-28
Cop Out,Action|Comedy|Crime,English,USA,2010,Kevin Smith,Bruce Willis|Tracy Morgan|Kevin Pollak,http://www.imdb.com/title/tt1385867/,2010-08-23
Hot Tub Time Machine,Comedy|Sci-Fi,English,USA,2010,Steve Pink,Charlie McDermott|Collette Wolfe|Crystal Lowe,http://www.imdb.com/title/tt1231587/,2010-04-05
True Grit,Adventure|Drama|Western,English,USA,2010,Ethan Coen,Matt Damon|Jeff Bridges|Bruce Green,http://www.imdb.com/title/tt1403865/,2010-05-18
Secretariat,Biography|Drama|Family|History|Sport,English,USA,2010,Randall Wallace,Scott Glenn|Kevin Connolly|Dylan Walsh,http://www.imdb.com/title/tt1028576/,2010-04-02
The Back-up Plan,Comedy|Romance,English,USA,2010,Alan Poul,Danneel Ackles|Noureen DeWulf|Tom Bosley,http://www.imdb.com/title/tt1212436/,2010-05-29
Nanny McPhee Returns,Comedy|Family|Fantasy,English,UK,2010,Susanna White,Daniel Mays|Bill Bailey|Eros Vlahos,http://www.imdb.com/title/tt1415283/,2010-07-09
Furry Vengeance,Comedy|Family,English,USA,2010,Roger Kumble,Brendan Fraser|Brooke Shields|Matt Prokop,http://www.imdb.com/title/tt0492389/,2010-01-28
Biutiful,Drama,Spanish,Mexico,2010,Alejandro G. Iñárritu,Maricel Álvarez|Hanaa Bouchaib|Eduard Fernández,http://www.imdb.com/title/tt1164999/,2010-10-24
Takers,Action|Crime|Thriller,English,USA,2010,John Luessenhop,Paul Walker|Hayden Christensen|Jay Hernandez,http://www.imdb.com/title/tt1135084/,2010-09-09
Repo Men,Action|Crime|Sci-Fi|Thriller,English,USA,2010,Miguel Sapochnik,Alice Braga|RZA|Yvette Nicole Brown,http://www.imdb.com/title/tt1053424/,2010-12-13
Going the Distance,Comedy|Romance,English,USA,2010,Nanette Burstein,Rob Riggle|Kelli Garner|Jim Gaffigan,http://www.imdb.com/title/tt1322312/,2010-08-30
Extraordinary Measures,Drama,English,USA,2010,Tom Vaughan,Harrison Ford|Brendan Fraser|Alan Ruck,http://www.imdb.com/title/tt1244659/,2010-12-10
Letters to Juliet,Comedy|Drama|Romance,English,USA,2010,Gary Winick,Vanessa Redgrave|Marcia DeBonis|Luisa Ranieri,http://www.imdb.com/title/tt0892318/,2010-03-15
Step Up 3D,Drama|Music|Romance,English,USA,2010,Jon M. Chu,Alyson Stoner|Stephen Boss|Facundo Lombard,http://www.imdb.com/title/tt1193631/,2010-08-05
The Next Three Days,Crime|Drama|Romance|Thriller,English,USA,2010,Paul Haggis,Olivia Wilde|Daniel Stern|Aisha Hinds,http://www.imdb.com/title/tt1458175/,2010-07-15
Love & Other Drugs,Comedy|Drama|Romance,English,USA,2010,Edward Zwick,Jake Gyllenhaal|Anne Hathaway|Judy Greer,http://www.imdb.com/title/tt0758752/,2010-07-03
Barney's Version,Comedy|Drama,English,Canada,2010,Richard J. Lewis,Mark Addy|Atom Egoyan|Paul Gross,http://www.imdb.com/title/tt1423894/,2010-03-12
Animals United,Animation|Comedy|Family,German,Germany,2010,Reinhard Klooss,Jim Broadbent|Vanessa Redgrave|James Corden,http://www.imdb.com/title/tt1620449/,2010-08-12
Kick-Ass,Action|Comedy,English,UK,2010,Matthew Vaughn,Elizabeth McGovern|Deborah Twiss|Michael Rispoli,http://www.imdb.com/title/tt1250777/,2010-01-21
The Spy Next Door,Action|Comedy|Family,English,USA,2010,Brian Levant,Madeline Carroll|Amber Valletta|George Lopez,http://www.imdb.com/title/tt1273678/,2010-12-12
Legion,Action|Fantasy|Horror,English,USA,2010,Scott Stewart,Dennis Quaid|Kate Walsh|Charles S. Dutton,http://www.imdb.com/title/tt1038686/,2010-08-05
Dear John,Drama|Romance|War,English,USA,2010,Lasse Hallström,Channing Tatum|Henry Thomas|Scott Porter,http://www.imdb.com/title/tt0989757/,2010-10-16
The Losers,Action|Crime|Drama|Mystery|Thriller,English,USA,2010,Sylvain White,Chris Evans|Jason Patric|Óscar Jaenada,http://www.imdb.com/title/tt0480255/,2010-12-29
Don't Be Afraid of the Dark,Fantasy|Horror|Thriller,English,USA,2010,Troy Nixey,Bailee Madison|Alan Dale|Jack Thompson,http://www.imdb.com/title/tt1270761/,2010-07-10
My Soul to Take,Horror|Mystery|Thriller,English,USA,2010,Wes Craven,Frank Grillo|Emily Meade|Zena Grey,http://www.imdb.com/title/tt0872230/,2010-08-12
The Conspirator,Crime|Drama|History,English,USA,2010,Robert Redford,Robin Wright|Tom Wilkinson|Stephen Root,http://www.imdb.com/title/tt0968264/,2010-01-08
A Turtle's Tale: Sammy's Adventures,Adventure|Animation|Family,English,France,2010,Ben Stassen,Ed Begley Jr.|Jenny McCarthy|Stacy Keach,http://www.imdb.com/title/tt1230204/,2010-05-03
Little White Lies,Comedy|Drama,French,France,2010,Guillaume Canet,François Cluzet|Benoît Magimel|Gilles Lellouche,http://www.imdb.com/title/tt1440232/,2010-11-12
Love Ranch,Comedy|Drama|Romance|Sport,English,USA,2010,Taylor Hackford,Scout Taylor-Compton|Bai Ling|Gil Birmingham,http://www.imdb.com/title/tt1125929/,2010-04-27
Space Dogs,Adventure|Animation|Comedy|Family,Russian,Russia,2010,Inna Evlannikova,Sergey Garmash|Evgeniy Mironov|Aleksandr Bashirov,http://www.imdb.com/title/tt1272051/,2010-07-28
Piranha 3D,Comedy|Horror,English,USA,2010,Alexandre Aja,Adam Scott|Kelly Brook|Jessica Szohr,http://www.imdb.com/title/tt0464154/,2010-03-31
Faster,Action|Crime|Drama|Thriller,English,USA,2010,George Tillman Jr.,Dwayne Johnson|Tom Berenger|Mike Epps,http://www.imdb.com/title/tt1433108/,2010-05-24
Stone,Drama|Thriller,English,USA,2010,John Curran,Robert De Niro|Milla Jovovich|Frances Conroy,http://www.imdb.com/title/tt1423995/,2010-10-06
For Colored Girls,Drama,English,USA,2010,Tyler Perry,Omari Hardwick|Loretta Devine|Kimberly Elise,http://www.imdb.com/title/tt1405500/,2010-06-28
Jackass 3D,Action|Comedy|Documentary,English,USA,2010,Jeff Tremaine,Bam Margera|Steve-O|Chris Pontius,http://www.imdb.com/title/tt1116184/,2010-10-20
The Last Song,Drama|Family|Music|Romance,English,USA,2010,Julie Anne Robinson,Kelly Preston|Bobby Coleman|Melissa Ordway,http://www.imdb.com/title/tt1294226/,2010-04-21
Why Did I Get Married Too?,Comedy|Drama|Romance,English,USA,2010,Tyler Perry,Michael Jai White|Cicely Tyson|Tasha Smith,http://www.imdb.com/title/tt1391137/,2010-07-02
The American,Crime|Drama|Thriller,English,USA,2010,Anton Corbijn,Violante Placido|Thekla Reuten|Filippo Timi,http://www.imdb.com/title/tt1440728/,2010-11-24
Vampires Suck,Comedy,English,USA,2010,Jason Friedberg,Diedrich Bader|Dave Foley|Anneliese van der Pol,http://www.imdb.com/title/tt1666186/,2010-09-11
The Debt,Drama|Thriller,English,USA,2010,John Madden,Tom Wilkinson|Jesper Christensen|Romi Aboulafia,http://www.imdb.com/title/tt1226753/,2010-01-06
You Again,Comedy|Family|Romance,English,USA,2010,Andy Fickman,Jamie Lee Curtis|James Wolk|Christine Lakin,http://www.imdb.com/title/tt1414382/,2010-12-02
She's Out of My League,Comedy|Romance,English,USA,2010,Jim Field Smith,Mike Vogel|Kim Shaw|Geoff Stults,http://www.imdb.com/title/tt0815236/,2010-04-18
Alpha and Omega,Adventure|Animation|Comedy|Family|Romance,English,USA,2010,Anthony Bell,Kevin Sussman|Larry Miller|Christine Lakin,http://www.imdb.com/title/tt1213012/,2010-08-06
Let Me In,Drama|Fantasy|Horror|Mystery,English,UK,2010,Matt Reeves,Chloë Grace Moretz|Dylan Minnette|Kodi Smit-McPhee,http://www.imdb.com/title/tt1228987/,2010-01-20
All Good Things,Crime|Drama|Mystery|Romance|Thriller,English,USA,2010,Andrew Jarecki,Ryan Gosling|Kirsten Dunst|Frank Langella,http://www.imdb.com/title/tt1175709/,2010-06-17
Dylan Dog: Dead of Night,Action|Comedy|Crime|Fantasy|Horror|Mystery|Sci-Fi|Thriller,English,USA,2010,Kevin Munroe,Marco St. John|Laura Spencer|Anita Briem,http://www.imdb.com/title/tt1013860/,2010-08-02
The Tempest,Comedy|Drama|Fantasy|Romance,English,USA,2010,Julie Taymor,Djimon Hounsou|Reeve Carney|Tom Conti,http://www.imdb.com/title/tt1274300/,2010-11-15
The Switch,Comedy|Drama|Romance,English,USA,2010,Josh Gordon,Caroline Dhavernas|Scott Elrod|Kelli Barrett,http://www.imdb.com/title/tt0889573/,2010-06-13
The Crazies,Horror|Thriller,English,USA,2010,Breck Eisner,Radha Mitchell|Glenn Morshower|John Aylward,http://www.imdb.com/title/tt0455407/,2010-03-30
Leap Year,Comedy|Romance,English,USA,2010,Anand Tucker,Adam Scott|Kaitlin Olson|Dominique McElligott,http://www.imdb.com/title/tt1216492/,2010-10-07
127 Hours,Adventure|Biography|Drama|Thriller,English,USA,2010,Danny Boyle,James Franco|Treat Williams|Kate Burton,http://www.imdb.com/title/tt1542344/,2010-03-19
Saw 3D: The Final Chapter,Horror|Mystery,English,Canada,2010,Kevin Greutert,Costas Mandylor|Gina Holden|Betsy Russell,http://www.imdb.com/title/tt1477076/,2010-08-26
TRON: Legacy,Action|Adventure|Sci-Fi,English,USA,2010,Joseph Kosinski,Jeff Bridges|Olivia Wilde|James Frain,http://www.imdb.com/title/tt1104001/,2010-12-14
Lottery Ticket,Comedy,English,USA,2010,Erik White,Brandon T. Jackson|Loretta Devine|Shad Moss,http://www.imdb.com/title/tt0979434/,2010-01-15
Remember Me,Drama|Romance,English,USA,2010,Allen Coulter,Robert Pattinson|Lena Olin|Ruby Jerins,http://www.imdb.com/title/tt1403981/,2010-02-17
The King's Speech,Biography|Drama|History|Romance,English,UK,2010,Tom Hooper,Colin Firth|Jennifer Ehle|Derek Jacobi,http://www.imdb.com/title/tt1504320/,2010-07-06
Diary of a Wimpy Kid,Comedy|Family,English,USA,2010,Thor Freudenthal,Chloë Grace Moretz|Zachary Gordon|Rachael Harris,http://www.imdb.com/title/tt1196141/,2010-03-24
Clash of the Titans,Action|Adventure|Fantasy,English,USA,2010,Louis Leterrier,Liam Neeson|Jason Flemyng|Alexa Davalos,http://www.imdb.com/title/tt0800320/,2010-06-16
Ramona and Beezus,Adventure|Comedy|Family|Fantasy,English,USA,2010,Elizabeth Allen Rosenbaum,Sierra McCormick|Hutch Dano|Jason Spevack,http://www.imdb.com/title/tt0493949/,2010-08-09
Country Strong,Drama|Music,English,Official site,2010,Shana Feste,Leighton Meester|Cinda McCain|Tim McGraw,http://www.imdb.com/title/tt1555064/,2010-10-24
You Will Meet a Tall Dark Stranger,Comedy|Drama|Romance,English,USA,2010,Woody Allen,Anthony Hopkins|Naomi Watts|Ewen Bremner,http://www.imdb.com/title/tt1182350/,2010-04-13
Never Let Me Go,Drama|Romance|Sci-Fi,English,UK,2010,Mark Romanek,Andrew Garfield|Charlie Rowe|Charlotte Rampling,http://www.imdb.com/title/tt1334260/,2010-10-31
Centurion,Action|Adventure|Drama|History|Thriller|War,English,UK,2010,Neil Marshall,Michael Fassbender|JJ Feild|Dave Legeno,http://www.imdb.com/title/tt1020558/,2010-04-02
Sarah's Key,Drama|War,French,France,2010,Gilles Paquet-Brenner,Kristin Scott Thomas|Aidan Quinn|Arben Bajraktaraj,http://www.imdb.com/title/tt1668200/,2010-03-12
Our Family Wedding,Comedy|Romance,English,USA,2010,Rick Famuyiwa,America Ferrera|Lance Gross|Lupe Ontiveros,http://www.imdb.com/title/tt1305583/,2010-06-05
Reign of Assassins,Action,Mandarin,China,2010,Chao-Bin Su,Woo-sung Jung|Shawn Yue|Kelly Lin,http://www.imdb.com/title/tt1460743/,2010-02-24
Flipped,Comedy|Drama|Romance,English,USA,2010,Rob Reiner,Madeline Carroll|Rebecca De Mornay|Aidan Quinn,http://www.imdb.com/title/tt0817177/,2010-03-31
The Last Godfather,Comedy,English,South Korea,2010,Hyung-rae Shim,Jason Mewes|Stephanie Danielson|Michael Rispoli,http://www.imdb.com/title/tt1584131/,2010-12-24
Black Swan,Drama|Thriller,English,USA,2010,Darren Aronofsky,Natalie Portman|Mila Kunis|Mark Margolis,http://www.imdb.com/title/tt0947798/,2010-06-11
Womb,Drama|Romance|Sci-Fi,English,Germany,2010,Benedek Fliegauf,Eva Green|Matt Smith|Hannah Murray,http://www.imdb.com/title/tt1216520/,2010-07-19
The Killer Inside Me,Crime|Drama|Thriller,English,USA,2010,Michael Winterbottom,Liam Aiken|Ned Beatty|Jay R. Ferguson,http://www.imdb.com/title/tt0954947/,2010-09-13
Machete,Action|Crime|Thriller,English,USA,2010,Ethan Maniquis,Robert De Niro|Don Johnson|Cheech Marin,http://www.imdb.com/title/tt0985694/,2010-08-28
Casino Jack,Biography|Comedy|Crime|Drama,English,Canada,2010,George Hickenlooper,Kevin Spacey|Eric Schweig|Christian Campbell,http://www.imdb.com/title/tt1194417/,2010-04-27
Just Wright,Comedy|Romance|Sport,English,USA,2010,Sanaa Hamri,Common|Laz Alonso|Mehcad Brooks,http://www.imdb.com/title/tt1407061/,2010-07-29
Space Battleship Yamato,Action|Adventure|Drama|Sci-Fi,Japanese,Japan,2010,Takashi Yamazaki,Takuya Kimura|Meisa Kuroki|Hiroyuki Ikeuchi,http://www.imdb.com/title/tt1477109/,2010-01-23
The Fighter,Biography|Drama|Sport,English,USA,2010,David O. Russell,Christian Bale|Jack McGee|Melissa McMeekin,http://www.imdb.com/title/tt0964517/,2010-09-12
Brighton Rock,Crime|Drama|Thriller,English,UK,2010,Rowan Joffe,Sam Riley|Sean Harris|Geoff Bell,http://www.imdb.com/title/tt1233192/,2010-04-06
Housefull,Comedy,Hindi,India,2010,Sajid Khan,Arjun Rampal|Boman Irani|Riteish Deshmukh,http://www.imdb.com/title/tt1573072/,2010-07-10
Devil,Horror|Mystery|Thriller,English,USA,2010,John Erick Dowdle,Bojana Novakovic|Bokeem Woodbine|Geoffrey Arend,http://www.imdb.com/title/tt1314655/,2010-07-17
Skyline,Action|Sci-Fi|Thriller,English,USA,2010,Colin Strause,David Zayas|Donald Faison|Brittany Daniel,http://www.imdb.com/title/tt1564585/,2010-06-16
MacGruber,Action|Comedy|Romance,English,USA,2010,Jorma Taccone,Jasper Cole|Will Forte|Powers Boothe,http://www.imdb.com/title/tt1470023/,2010-02-15
The Tourist,Action|Romance|Thriller,English,USA,2010,Florian Henckel von Donnersmarck,Johnny Depp|Angelina Jolie Pitt|Rufus Sewell,http://www.imdb.com/title/tt1243957/,2010-04-13
Welcome to the Rileys,Drama,English,UK,2010,Jake Scott,Kristen Stewart|Ally Sheedy|Kerry Cahill,http://www.imdb.com/title/tt1183923/,2010-06-21
Blood Done Sign My Name,Drama,English,USA,2010,Jeb Stuart,Ricky Schroder|Nate Parker|Lee Norris,http://www.imdb.com/title/tt1210039/,2010-05-19
The Reef,Horror|Thriller,English,Australia,2010,Andrew Traucki,Damian Walshe-Howling|Gyton Grantley|Adrienne Pickering,http://www.imdb.com/title/tt1320291/,2010-03-22
It's a Wonderful Afterlife,Comedy|Drama|Horror|Romance,English,UK,2010,Gurinder Chadha,Sendhil Ramamurthy|Mark Addy|Shabana Azmi,http://www.imdb.com/title/tt1319716/,2010-07-18
Good Intentions,Comedy,English,USA,2010,Jim Issa,Elaine Hendrix|Luke Perry|Jon Gries,http://www.imdb.com/title/tt1070781/,2010-10-27
Gunless,Action|Comedy|Drama|Western,English,Canada,2010,William Phillips,Tyler Mane|Callum Rennie|Dustin Milligan,http://www.imdb.com/title/tt1376195/,2010-08-07
Kites,Action|Drama|Romance|Thriller,English,India,2010,Anurag Basu,Bárbara Mori|Steven Michael Quezada|Kabir Bedi,http://www.imdb.com/title/tt1198101/,2010-06-15
The Runaways,Biography|Drama|Music,English,USA,2010,Floria Sigismondi,Kristen Stewart|Scout Taylor-Compton|Johnny Lewis,http://www.imdb.com/title/tt1017451/,2010-04-27
Loose Cannons,Comedy|Drama|Romance,Italian,Italy,2010,Ferzan Ozpetek,Riccardo Scamarcio|Alessandro Preziosi|Lunetta Savino,http://www.imdb.com/title/tt1405810/,2010-03-23
Beneath Hill 60,Drama|History|War,English,Australia,2010,Jeremy Sims,Harrison Gilbertson|Gyton Grantley|Steve Le Marquand,http://www.imdb.com/title/tt1418646/,2010-01-01
My Name Is Khan,Adventure|Drama|Thriller,Hindi,India,2010,Karan Johar,Shah Rukh Khan|Jimmy Shergill|Christopher B. Duncan,http://www.imdb.com/title/tt1188996/,2010-05-25
